"stage_name","stage_date","stage_length","stage_rank_name","stage_rank_rider","stage_rank_team","stage_rank_points","stage_rank_time"
"Stage 6 | Napoli - Napoli","11/05","(162k)","128","COVI Alessandro","UAE Team Emirates","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","129","REX Laurenz","Intermarché - Circus - Wanty","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","130","CHAMPION Thomas","Cofidis","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","131","BAIS Davide","EOLO-Kometa","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","132","MULUBRHAN Henok","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","133","DAINESE Alberto","Team DSM","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","134","HEALY Ben","EF Education-EasyPost","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","135","KONYCHEV Alexander","Team Corratec - Selle Italia","","16:06"
"Stage 6 | Napoli - Napoli","11/05","(162k)","136","HVIDEBERG Jonas Iversby","Team DSM","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","137","AFFINI Edoardo","Jumbo-Visma","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","138","PRONSKIY Vadim","Astana Qazaqstan Team","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","139","MOSCON Gianni","Astana Qazaqstan Team","","18:25"
"Stage 6 | Napoli - Napoli","11/05","(162k)","140","SCARONI Christian","Astana Qazaqstan Team","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","141","CAVENDISH Mark","Astana Qazaqstan Team","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","142","BATTISTELLA Samuele","Astana Qazaqstan Team","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","143","STOJNIĆ Veljko","Team Corratec - Selle Italia","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","144","FIORELLI Filippo","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","145","GANDIN Stefano","Team Corratec - Selle Italia","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","146","MÄRKL Niklas","Team DSM","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","147","MAESTRI Mirco","EOLO-Kometa","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","148","ARASHIRO Yukiya","Bahrain - Victorious","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","149","BONIFAZIO Niccolò","Intermarché - Circus - Wanty","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","150","RICCITELLO Matthew","Israel - Premier Tech","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","151","CIMOLAI Davide","Cofidis","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","152","IACCHI Alessandro","Team Corratec - Selle Italia","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","153","DE BOD Stefan","EF Education-EasyPost","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","154","ZOCCARATO Samuele","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","155","MARCELLUSI Martin","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","156","MARIT Arne","Intermarché - Circus - Wanty","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","157","LIENHARD Fabian","Groupama - FDJ","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","158","TUSVELD Martijn","Team DSM","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","159","ALEOTTI Giovanni","BORA - hansgrohe","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","160","KIRSCH Alex","Trek - Segafredo","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","161","VERGAERDE Otto","Trek - Segafredo","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","162","HOOLE Daan","Trek - Segafredo","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","163","RIESEBEEK Oscar","Alpecin-Deceuninck","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","164","VENDRAME Andrea","AG2R Citroën Team","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","165","BAUDIN Alex","AG2R Citroën Team","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","166","BOUET Maxime","Team Arkéa Samsic","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","167","DALLA VALLE Nicolas","Team Corratec - Selle Italia","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","168","RIOU Alan","Team Arkéa Samsic","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","169","VERRE Alessandro","Team Arkéa Samsic","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","170","KONOVALOVAS Ignatas","Groupama - FDJ","",",,"
"Stage 6 | Napoli - Napoli","11/05","(162k)","171","DEKKER David","Team Arkéa Samsic","","20:15"
"Stage 6 | Napoli - Napoli","11/05","(162k)","DNS","RUSSO Clément","Team Arkéa Samsic","","-"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","1","BAIS Davide","EOLO-Kometa","80","6:08:40"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","2","VACEK Karel","Team Corratec - Selle Italia","50","0:09"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","3","PETILLI Simone","Intermarché - Circus - Wanty","35","0:16"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","4","EVENEPOEL Remco","Soudal - Quick Step","25","3:10"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","5","ROGLIČ Primož","Jumbo-Visma","18",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","6","PINOT Thibaut","Groupama - FDJ","15",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","7","THOMAS Geraint","INEOS Grenadiers","12",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","8","ALMEIDA João","UAE Team Emirates","10",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","9","DUNBAR Eddie","Team Jayco AlUla","8",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","10","SCARONI Christian","Astana Qazaqstan Team","6",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","11","BUITRAGO Santiago","Bahrain - Victorious","5",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","12","GEOGHEGAN HART Tao","INEOS Grenadiers","4",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","13","POZZOVIVO Domenico","Israel - Premier Tech","3",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","14","HAIG Jack","Bahrain - Victorious","2",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","15","VLASOV Aleksandr","BORA - hansgrohe","1",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","16","RUBIO Einer Augusto","Movistar Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","17","CARUSO Damiano","Bahrain - Victorious","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","18","KÄMNA Lennard","BORA - hansgrohe","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","19","SIVAKOV Pavel","INEOS Grenadiers","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","20","VINE Jay","UAE Team Emirates","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","21","CARTHY Hugh","EF Education-EasyPost","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","22","DE PLUS Laurens","INEOS Grenadiers","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","23","ARENSMAN Thymen","INEOS Grenadiers","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","24","VAN WILDER Ilan","Soudal - Quick Step","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","25","FORTUNATO Lorenzo","EOLO-Kometa","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","26","PARET-PEINTRE Aurélien","AG2R Citroën Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","27","PARET-PEINTRE Valentin","AG2R Citroën Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","28","LEKNESSUND Andreas","Team DSM","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","29","CEPEDA Jefferson Alexander","EF Education-EasyPost","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","30","BERWICK Sebastian","Israel - Premier Tech","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","31","RIES Michel","Team Arkéa Samsic","","3:24"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","32","BOUWMAN Koen","Jumbo-Visma","","3:31"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","33","KUSS Sepp","Jumbo-Visma","","3:34"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","34","URÁN Rigoberto","EF Education-EasyPost","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","35","BARTA Will","Movistar Team","","3:43"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","36","KONRAD Patrick","BORA - hansgrohe","","3:50"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","37","VERVAEKE Louis","Soudal - Quick Step","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","38","DOMBROWSKI Joe","Astana Qazaqstan Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","39","HIRT Jan","Soudal - Quick Step","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","40","HUYS Laurens","Intermarché - Circus - Wanty","","3:59"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","41","HESSMANN Michel","Jumbo-Visma","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","42","VELASCO Simone","Astana Qazaqstan Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","43","SCOTSON Callum","Team Jayco AlUla","","4:04"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","44","LASTRA Jonathan","Cofidis","","4:07"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","45","PRONSKIY Vadim","Astana Qazaqstan Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","46","BARGUIL Warren","Team Arkéa Samsic","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","47","BIDARD François","Cofidis","","4:11"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","48","COVILI Luca","Green Project-Bardiani CSF-Faizanè","","4:23"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","49","TOUMIRE Hugo","Cofidis","","4:33"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","50","SÁNCHEZ Luis León","Astana Qazaqstan Team","","4:41"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","51","ARMIRAIL Bruno","Groupama - FDJ","","4:46"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","52","ZAMBANINI Edoardo","Bahrain - Victorious","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","53","JUNGELS Bob","BORA - hansgrohe","","4:52"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","54","PALZER Anton","BORA - hansgrohe","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","55","PRODHOMME Nicolas","AG2R Citroën Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","56","GABBURO Davide","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","57","FORMOLO Davide","UAE Team Emirates","","5:45"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","58","CATTANEO Mattia","Soudal - Quick Step","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","59","CHEREL Mikaël","AG2R Citroën Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","60","WARBASSE Larry","AG2R Citroën Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","61","OOMEN Sam","Jumbo-Visma","","5:52"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","62","BAIS Mattia","EOLO-Kometa","","6:03"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","63","VERONA Carlos","Movistar Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","64","VAN DEN BERG Lars","Groupama - FDJ","","6:12"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","65","GLOAG Thomas","Jumbo-Visma","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","66","MCNULTY Brandon","UAE Team Emirates","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","67","KÜNG Stefan","Groupama - FDJ","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","68","ZANA Filippo","Team Jayco AlUla","","6:26"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","69","WÜRTZ SCHMIDT Mads","Israel - Premier Tech","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","70","CHAMPION Thomas","Cofidis","","6:37"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","71","TONELLI Alessandro","Green Project-Bardiani CSF-Faizanè","","6:44"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","72","TAARAMÄE Rein","Intermarché - Circus - Wanty","","6:56"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","73","HEALY Ben","EF Education-EasyPost","","7:01"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","74","OLDANI Stefano","Alpecin-Deceuninck","","7:52"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","75","VANHOUCKE Harm","Team DSM","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","76","SWIFT Ben","INEOS Grenadiers","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","77","DENZ Nico","BORA - hansgrohe","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","78","ULISSI Diego","UAE Team Emirates","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","79","DENNIS Rohan","Jumbo-Visma","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","80","GIBBONS Ryan","UAE Team Emirates","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","81","BOUET Maxime","Team Arkéa Samsic","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","82","DE MARCHI Alessandro","Team Jayco AlUla","","8:12"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","83","SERRY Pieter","Soudal - Quick Step","","8:40"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","84","PUCCIO Salvatore","INEOS Grenadiers","","8:44"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","85","VERRE Alessandro","Team Arkéa Samsic","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","86","FRIGO Marco","Israel - Premier Tech","","9:53"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","87","COVI Alessandro","UAE Team Emirates","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","88","TESFATSION Natnael","Trek - Segafredo","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","89","ROTA Lorenzo","Intermarché - Circus - Wanty","","10:09"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","90","CORT Magnus","EF Education-EasyPost","","10:15"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","91","PÖSTLBERGER Lukas","Team Jayco AlUla","","10:45"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","92","SKUJIŅŠ Toms","Trek - Segafredo","","12:07"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","93","PASQUALON Andrea","Bahrain - Victorious","","13:40"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","94","SÜTTERLIN Jasha","Bahrain - Victorious","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","95","GUERNALEC Thibault","Team Arkéa Samsic","","14:03"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","96","STEWART Jake","Groupama - FDJ","","18:58"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","97","GEE Derek","Israel - Premier Tech","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","98","RICCITELLO Matthew","Israel - Premier Tech","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","99","GAVAZZI Francesco","EOLO-Kometa","","20:44"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","100","STORK Florian","Team DSM","","21:28"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","101","DE BOD Stefan","EF Education-EasyPost","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","102","ACKERMANN Pascal","UAE Team Emirates","","21:34"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","103","BETTIOL Alberto","EF Education-EasyPost","","22:35"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","104","LEYSEN Senne","Alpecin-Deceuninck","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","105","ROJAS José Joaquín","Movistar Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","106","VENDRAME Andrea","AG2R Citroën Team","","23:01"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","107","VERGAERDE Otto","Trek - Segafredo","","23:31"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","108","ALBANESE Vincenzo","EOLO-Kometa","","25:14"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","109","MAESTRI Mirco","EOLO-Kometa","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","110","SBARAGLI Kristian","Alpecin-Deceuninck","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","111","BYSTRØM Sven Erik","Intermarché - Circus - Wanty","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","112","MILAN Jonathan","Bahrain - Victorious","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","113","BAUDIN Alex","AG2R Citroën Team","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","114","MARIT Arne","Intermarché - Circus - Wanty","","25:29"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","115","AFFINI Edoardo","Jumbo-Visma","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","116","GANNA Filippo","INEOS Grenadiers","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","117","DELETTRE Alexandre","Cofidis","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","118","KONYCHEV Alexander","Team Corratec - Selle Italia","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","119","MOLLEMA Bauke","Trek - Segafredo","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","120","BENEDETTI Cesare","BORA - hansgrohe","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","121","REX Laurenz","Intermarché - Circus - Wanty","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","122","CAICEDO Jonathan Klever","EF Education-EasyPost","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","123","MOLARD Rudy","Groupama - FDJ","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","124","RIOU Alan","Team Arkéa Samsic","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","125","HEPBURN Michael","Team Jayco AlUla","",",,"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","126","TUSVELD Martijn","Team DSM","","25:58"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","127","MATTHEWS Michael","Team Jayco AlUla","","26:35"
"Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore)","12/05","(218k)","128","KIRSCH Alex","Trek - Segafredo","",",,"
